id,description
ABS_C16_T13_SA,"ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Personal Income (weekly) by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T14_LGA,"Time Series comparison of Census 2016 LGA based data for Sex by Age by Core Activity Need for Assistance across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T14_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Sex by Age by Core Activity Need for Assistance across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T14_TS_LGA,"Time Series comparison of Census 2016 LGA based data for Sex by Age by Core Activity Need for Assistance across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T14_TS_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Sex by Age by Core Activity Need for Assistance across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T15_LGA,"Census 2016 LGA based data for Voluntary Work for an Organisation or Group by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T15_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Sex by Age by Voluntary Work for an Organisation or Group across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T15_TS_LGA,"Time Series comparison of Census 2016 LGA based data for Sex by Age by Voluntary Work for an Organisation or Group across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T15_TS_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Sex by Age by Voluntary Work for an Organisation or Group across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T16_LGA,"Census 2016 LGA based data for Unpaid Domestic Work: Number of Hours by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T16_SA,"ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Unpaid Domestic Work: Number of Hours by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T16_TS_LGA,"Time Series comparison of Census 2016 LGA based data for Sex by Age by Unpaid Domestic Work: Number of Hours across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T16_TS_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Sex by Age by Unpaid Domestic Work: Number of Hours across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T17_LGA,"Census 2016 LGA based data for Unpaid Assistance to a Person with a Disability by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T17_SA,"Australia/State/SA4/SA3/SA2/GCCSA based data for Unpaid Assistance to a Person with a Disability by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T17_TS_LGA,"Time Series comparison of Census 2016 LGA based data for Sex by Age by Unpaid Assistance to a Person with a Disability across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T17_TS_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Sex by Age by Unpaid Assistance to a Person with a Disability across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T18_LGA,"Census 2016 LGA based data for Unpaid Child Care by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T18_SA,"ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Unpaid Child Care by Age by Sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T18_TS_LGA,"Time Series comparison of Census 2016 LGA based data for Sex by Age by Unpaid Child Care across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T18_TS_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Sex by Age by Unpaid Child Care across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T19_LGA,"Census 2016 LGA based data for Total Family Income (weekly) by Family Composition, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T19_SA,"ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Family Income (weekly) by Family Composition, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T20_LGA,"Census 2016 LGA based data for Family Blending by Family records, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T20_SA,"ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Family Blending by Family records, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T20_TS_LGA,"Time Series comparison of Census 2016 LGA based data for Family Blending by Family records across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T20_TS_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Family Blending by Family records across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T21_LGA,"Census 2016 LGA based data for Total Household Income (Weekly) by Household Composition, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T21_SA,"Census 2016 LGA based data for Total Household Income (Weekly) by Household Composition, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T22_LGA,"Census 2016 LGA based data for Number of Motor Vehicles by Dwelling records, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T22_SA,"ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Number of Motor Vehicles by Dwelling records, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T22_TS_LGA,"Time Series comparison of Census 2016 LGA based data for Number of Motor Vehicles by Dwelling records across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T22_TS_SA,"Time Series comparison of ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Number of Motor Vehicles by Dwelling records across 2016, 2011 and 2006. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_C16_T23_LGA,"Census 2016 LGA based data for Household Composition By Number Of Persons Usually Resident, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0"
ABS_C16_T23_SA,"ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Household Composition By Number Of Persons Usually Resident, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
